Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1331,903206070,50,RL,,7010,1,No,3,Lvl,2,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,BrkTil,3.0,3.0,1,3,175.0,1,0.0,849.0,1024.0,GasA,2,1,4,1144,594,0,1738,0.0,0.0,2,0,3,1,2,6,7,1,4.0,Detchd,1950.0,1,1.0,240.0,3.0,3.0,1,0,30,0,0,0,0,0.0,0,,0,7,2008,WD ,Normal,153000
1332,903225050,45,RM,50.0,6130,1,No,3,Lvl,2,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,BrkTil,3.0,3.0,1,5,784.0,1,0.0,0.0,784.0,GasA,3,1,4,784,0,0,784,1.0,0.0,1,0,2,1,3,5,7,0,0.0,,,0,0.0,0.0,0.0,0.0,2,0,0,116,0,0,0,0.0,0,,0,5,2008,WD ,Normal,109500
1333,903225140,50,RM,50.0,5000,1,No,3,Lvl,2,Inside,2,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,3,CBlock,3.0,3.0,1,5,600.0,1,0.0,72.0,672.0,GasA,4,1,4,832,378,0,1210,0.0,0.0,1,0,3,1,3,6,7,0,0.0,Detchd,1941.0,1,1.0,240.0,3.0,3.0,1,0,0,0,0,0,0,0.0,0,,0,5,2008,WD ,Normal,124000
1334,903225160,70,RM,59.0,5870,1,No,3,Lvl,2,Corner,2,BrkSide,Feedr,Feedr,1Fam,2Story,6,9,1900,2000,Gable,CompShg,HdBoard,HdBoard,,0.0,2,3,BrkTil,3.0,3.0,1,1,0.0,1,0.0,554.0,554.0,GasA,4,1,4,736,554,0,1290,0.0,0.0,1,1,3,1,2,6,7,0,0.0,Detchd,1926.0,1,1.0,200.0,2.0,3.0,2,38,112,0,0,0,0,0.0,3,Shed,400,4,2008,WD ,Normal,106900
1335,903226060,50,RM,50.0,6000,1,No,3,Lvl,2,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,CBlock,3.0,3.0,1,5,521.0,1,0.0,460.0,981.0,GasA,4,1,4,1014,658,0,1672,0.0,0.0,1,1,3,1,3,6,7,1,4.0,Detchd,1940.0,1,1.0,240.0,3.0,3.0,2,0,11,0,0,0,0,0.0,4,,0,7,2008,WD ,Normal,164900
1336,903226150,30,RM,50.0,6000,1,No,3,HLS,2,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,7,1924,2003,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,1,BrkTil,3.0,2.0,1,1,0.0,1,0.0,949.0,949.0,GasA,4,1,4,949,0,0,949,0.0,0.0,1,0,2,1,2,5,7,1,2.0,Detchd,1924.0,1,2.0,370.0,3.0,3.0,2,0,0,48,0,0,0,0.0,0,,0,7,2008,WD ,Normal,119000
1337,903227080,50,RM,50.0,6000,1,No,3,Lvl,2,Corner,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,2,2,BrkTil,3.0,3.0,1,1,0.0,1,0.0,862.0,862.0,GasA,2,1,4,950,208,0,1158,0.0,0.0,1,0,3,1,2,5,7,1,4.0,BuiltIn,1929.0,2,1.0,208.0,3.0,3.0,2,0,0,112,0,0,0,0.0,0,,0,7,2008,WD ,Normal,120000
1338,903228040,50,RM,50.0,6000,1,No,3,Lvl,2,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,3,BrkTil,3.0,3.0,1,3,201.0,2,162.0,462.0,825.0,GasA,4,1,4,825,672,0,1497,0.0,0.0,2,0,3,1,2,5,7,0,0.0,Detchd,2004.0,1,1.0,672.0,3.0,3.0,2,272,0,0,0,0,0,0.0,4,,0,5,2008,WD ,Normal,157000
1339,903228060,50,RM,50.0,6000,1,No,3,Lvl,2,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,CBlock,3.0,3.0,1,2,264.0,1,0.0,475.0,739.0,GasA,4,1,4,874,468,0,1342,0.0,0.0,2,0,2,2,2,7,7,1,4.0,Detchd,1939.0,1,1.0,240.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,4,2008,WD ,Normal,105000
1340,903228090,45,RM,50.0,5000,1,No,3,Bnk,2,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,BrkTil,3.0,3.0,1,1,0.0,1,0.0,992.0,992.0,GasA,4,1,4,1013,0,0,1013,0.0,0.0,1,0,3,1,2,6,7,0,0.0,Detchd,1926.0,1,1.0,160.0,2.0,3.0,2,0,0,101,0,0,0,0.0,0,,0,4,2008,WD ,Normal,113000
1341,903230110,50,RM,60.0,5520,1,No,2,Lvl,2,FR2,2,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1920,1997,Gable,CompShg,AsbShng,AsbShng,,0.0,2,3,BrkTil,3.0,3.0,1,5,68.0,1,0.0,497.0,565.0,GasA,2,1,4,565,651,0,1216,1.0,0.0,1,0,3,1,2,6,7,1,4.0,BuiltIn,1920.0,2,1.0,355.0,2.0,3.0,2,0,0,180,0,0,0,0.0,3,,0,4,2008,WD ,Normal,115000
1342,903230120,20,RM,99.0,5940,1,No,2,Lvl,2,FR3,2,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1946,1950,Gable,CompShg,MetalSd,CBlock,,0.0,2,2,PConc,0.0,0.0,0,0,,0,,,,GasA,2,1,3,896,0,0,896,,,1,0,2,1,2,4,7,0,0.0,Detchd,1946.0,1,1.0,280.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3,,0,4,2008,ConLD,Abnorml,79000
1343,903231080,50,RM,52.0,6240,1,No,3,Lvl,2,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,PConc,3.0,3.0,1,4,80.0,1,0.0,624.0,704.0,GasA,4,1,4,624,512,0,1136,0.0,1.0,1,0,2,1,2,6,7,0,0.0,Detchd,1990.0,1,1.0,336.0,3.0,3.0,2,0,365,80,0,0,0,0.0,0,,0,8,2008,WD ,Normal,123000
1344,903232030,30,RM,,6120,1,No,3,Lvl,2,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,6,1945,1995,Gable,CompShg,Plywood,Plywood,,0.0,2,3,CBlock,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,0,4,808,0,0,808,0.0,0.0,1,0,1,1,2,6,5,0,0.0,Attchd,1925.0,1,1.0,164.0,3.0,3.0,1,0,48,0,0,0,0,0.0,0,,0,6,2008,WD ,Normal,81300
1345,903232090,50,RM,52.0,6240,1,No,3,Lvl,2,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,PConc,3.0,3.0,1,1,0.0,1,0.0,1078.0,1078.0,GasA,2,1,4,1128,445,0,1573,0.0,0.0,2,0,3,1,2,8,7,1,4.0,Detchd,1930.0,1,2.0,360.0,3.0,3.0,1,0,0,0,0,0,0,0.0,0,,0,6,2008,WD ,Normal,162900
1346,903233080,50,RM,52.0,6240,1,No,3,Lvl,2,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,BrkTil,3.0,3.0,2,3,300.0,2,240.0,449.0,989.0,GasA,2,1,4,1245,764,0,2009,0.0,0.0,2,0,4,1,2,7,5,1,4.0,Detchd,1939.0,1,2.0,400.0,3.0,3.0,2,0,20,0,0,0,0,0.0,3,,0,1,2008,WD ,Normal,150000
1347,903234090,70,RM,51.0,6120,1,No,3,Lvl,2,Inside,2,OldTown,Artery,Norm,1Fam,2Story,5,5,1923,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,BrkTil,3.0,3.0,1,2,203.0,1,0.0,897.0,1100.0,GasA,2,1,4,1226,676,0,1902,0.0,0.0,2,0,4,1,2,7,7,0,0.0,Detchd,1960.0,1,2.0,576.0,3.0,3.0,2,0,139,55,0,0,0,0.0,0,,0,10,2008,WD ,Normal,123500
1348,903234100,50,RM,51.0,6120,1,No,3,Lvl,2,Inside,2,OldTown,Artery,Norm,1Fam,1.5Fin,7,5,1931,1950,Gable,CompShg,BrkFace,Wd Shng,,0.0,2,2,BrkTil,3.0,3.0,1,1,0.0,1,0.0,952.0,952.0,GasA,3,1,2,1022,752,0,1774,0.0,0.0,2,0,2,2,2,8,6,2,3.0,Detchd,1931.0,1,2.0,468.0,2.0,3.0,2,90,0,205,0,0,0,0.0,0,,0,4,2008,WD ,Abnorml,129900
1349,903235010,70,RM,60.0,6155,1,No,2,Lvl,2,FR3,2,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,BrkTil,2.0,2.0,2,1,0.0,1,0.0,611.0,611.0,GasA,4,1,4,751,611,0,1362,0.0,0.0,2,0,3,1,2,6,7,0,0.0,Detchd,1920.0,3,2.0,502.0,3.0,2.0,2,0,0,84,0,0,0,0.0,0,,0,6,2008,WD ,Normal,128000
1350,903235100,30,RM,60.0,6324,1,No,2,Lvl,2,Inside,2,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,BrkTil,3.0,3.0,1,1,0.0,1,0.0,520.0,520.0,GasA,1,0,4,520,0,0,520,0.0,0.0,1,0,1,1,1,4,7,0,0.0,Detchd,1920.0,1,1.0,240.0,2.0,3.0,2,49,0,87,0,0,0,0.0,0,,0,5,2008,WD ,Normal,68500
1351,903236010,50,RM,50.0,8635,1,No,3,Lvl,2,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,CBlock,3.0,3.0,1,4,336.0,6,41.0,295.0,672.0,GasA,2,1,4,1072,213,0,1285,1.0,0.0,1,0,2,1,2,6,6,0,0.0,Detchd,1948.0,1,1.0,240.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3,,0,1,2008,WD ,Normal,127000
1352,903400180,50,RL,64.0,13053,1,Pave,3,Bnk,2,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,BrkTil,3.0,3.0,1,1,0.0,1,0.0,833.0,833.0,GasA,3,1,4,1053,795,0,1848,0.0,0.0,1,1,4,1,3,8,7,1,4.0,Detchd,1922.0,1,2.0,370.0,3.0,3.0,0,0,0,0,0,220,0,0.0,0,,0,6,2008,WD ,Normal,207000
1353,903401020,50,RL,60.0,9120,1,Pave,3,Lvl,2,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,3,PConc,3.0,3.0,1,3,329.0,1,0.0,697.0,1026.0,GasA,4,1,4,1133,687,0,1820,1.0,0.0,2,0,4,1,2,8,7,0,0.0,Detchd,1925.0,1,1.0,240.0,3.0,3.0,0,0,100,0,0,0,0,0.0,4,,0,6,2008,WD ,Normal,184000
1354,903401030,50,RL,60.0,9144,1,Pave,3,Lvl,2,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,4,1915,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,2,3,BrkTil,3.0,3.0,1,1,0.0,1,0.0,810.0,810.0,GasA,4,1,4,1170,546,0,1716,0.0,0.0,2,0,4,1,3,8,7,0,0.0,Detchd,1970.0,1,2.0,672.0,3.0,3.0,2,0,195,0,0,0,0,0.0,0,,0,3,2008,WD ,Normal,162500
1355,903401050,50,RL,,9144,1,Pave,3,Lvl,2,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,CBlock,3.0,3.0,1,3,399.0,1,0.0,484.0,883.0,GasA,3,1,4,988,517,0,1505,1.0,0.0,1,0,3,1,2,8,7,0,0.0,Detchd,1940.0,1,1.0,240.0,3.0,3.0,0,0,0,0,0,0,0,0.0,0,,0,7,2008,WD ,Normal,145000
1356,903425420,30,RL,55.0,10267,1,No,3,Lvl,2,Inside,2,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,,0.0,2,3,BrkTil,3.0,4.0,2,3,210.0,5,606.0,0.0,816.0,GasA,4,1,4,838,0,0,838,1.0,0.0,1,0,2,1,1,5,7,0,0.0,Detchd,1961.0,3,1.0,275.0,3.0,3.0,0,0,0,112,0,0,0,0.0,1,,0,5,2008,WD ,Normal,130000
1357,903426160,60,RM,57.0,8094,1,Grvl,3,Lvl,2,Inside,2,OldTown,Norm,Norm,2fmCon,2.5Unf,6,8,1910,1983,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,PConc,3.0,3.0,2,3,196.0,1,0.0,1046.0,1242.0,GasA,3,1,4,1242,742,0,1984,0.0,0.0,2,0,5,1,2,8,7,0,0.0,Detchd,,0,1.0,360.0,0.0,0.0,2,64,0,180,0,0,0,0.0,3,Shed,1000,9,2008,WD ,Normal,160000
1358,903427090,70,RM,,5100,1,Grvl,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,,0.0,2,3,PConc,3.0,3.0,1,1,0.0,1,0.0,588.0,588.0,GasA,1,1,4,833,833,0,1666,0.0,0.0,1,0,3,1,3,7,7,1,4.0,Detchd,1925.0,1,1.0,228.0,3.0,3.0,2,192,63,0,0,0,0,0.0,3,,0,6,2008,WD ,Normal,161000
1359,903429010,50,RM,63.0,4347,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,,0.0,3,2,BrkTil,4.0,4.0,1,1,0.0,1,0.0,796.0,796.0,GasA,4,1,4,825,784,0,1609,0.0,0.0,1,0,3,1,2,7,7,0,0.0,Detchd,1910.0,1,1.0,228.0,2.0,2.0,0,0,182,0,0,0,0,0.0,0,,0,6,2008,WD ,Normal,127500
1360,903452025,30,RM,,6291,0,No,2,Lvl,2,Inside,2,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,,0.0,3,3,BrkTil,3.0,3.0,1,1,0.0,1,0.0,768.0,768.0,GasA,2,1,4,768,0,0,768,0.0,0.0,1,0,1,1,2,4,7,0,0.0,Detchd,1930.0,1,2.0,440.0,3.0,3.0,0,0,0,84,0,0,0,0.0,0,,0,7,2008,WD ,Normal,93850
1361,903453050,70,RM,60.0,10266,1,No,3,Lvl,2,Inside,2,IDOTRR,Norm,Norm,1Fam,2Story,6,6,1952,1952,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,CBlock,3.0,3.0,1,3,372.0,1,0.0,396.0,768.0,GasA,2,1,3,768,768,0,1536,0.0,0.0,1,1,4,1,2,7,7,0,0.0,Detchd,1952.0,1,1.0,308.0,3.0,3.0,2,0,216,80,0,0,0,0.0,0,,0,5,2008,COD,Abnorml,136000
1362,903454100,50,RM,60.0,6876,1,No,3,Bnk,2,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,BrkTil,3.0,3.0,1,1,0.0,1,0.0,1272.0,1272.0,GasA,2,1,4,1272,0,697,1969,0.0,0.0,2,0,4,1,2,9,6,1,4.0,Detchd,1938.0,1,2.0,400.0,3.0,3.0,2,0,34,0,0,0,0,0.0,0,,0,11,2008,COD,Normal,141000
1363,903455030,50,RM,,10320,1,Grvl,3,Lvl,2,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,,0.0,2,1,BrkTil,3.0,2.0,1,1,0.0,1,0.0,880.0,880.0,GasA,3,1,4,880,428,0,1308,0.0,0.0,2,0,2,1,2,6,7,0,0.0,Detchd,1950.0,1,2.0,400.0,2.0,2.0,2,0,0,117,0,0,0,0.0,0,,0,4,2008,WD ,Normal,120000
1364,903455140,30,RM,60.0,7200,1,No,3,Lvl,2,Corner,2,IDOTRR,Norm,Norm,1Fam,1Story,6,7,1925,1992,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,CBlock,3.0,3.0,1,1,0.0,1,0.0,1040.0,1040.0,GasA,3,1,4,1040,0,0,1040,0.0,0.0,1,0,2,1,2,5,7,0,0.0,Detchd,1993.0,1,2.0,320.0,3.0,3.0,2,0,132,0,0,0,0,0.0,0,,0,7,2008,WD ,Normal,127500
1365,903456130,50,RM,62.0,7006,1,No,3,Lvl,2,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,,0.0,2,2,PConc,3.0,3.0,1,3,121.0,1,0.0,647.0,768.0,GasA,2,1,4,788,448,0,1236,1.0,0.0,2,0,3,1,2,6,7,1,4.0,Detchd,1985.0,1,1.0,384.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3,,0,8,2008,WD ,Family,127000
1366,903458110,50,RM,,7920,1,Grvl,2,Lvl,2,Inside,2,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,2,1,CBlock,3.0,3.0,1,1,0.0,1,0.0,319.0,319.0,GasA,2,1,3,1035,371,0,1406,0.0,0.0,1,0,3,1,1,6,7,0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,144,0,0,0,0,0.0,3,,0,3,2008,WD ,Normal,89500
1367,903475020,20,RM,49.0,8235,1,No,2,HLS,2,Inside,2,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,,0.0,2,3,CBlock,3.0,3.0,1,2,180.0,3,645.0,0.0,825.0,GasA,2,1,4,825,0,0,825,1.0,0.0,1,0,2,1,2,4,7,0,0.0,Detchd,1963.0,2,2.0,720.0,3.0,3.0,2,140,50,0,0,0,0,0.0,3,,0,6,2008,WD ,Normal,125000
1368,903476110,50,RM,60.0,5586,1,No,2,Bnk,2,Inside,2,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,BrkTil,3.0,3.0,1,1,0.0,1,0.0,901.0,901.0,GasA,3,1,4,1088,110,0,1198,0.0,0.0,1,0,4,1,2,7,7,0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,98,0,0,0,0,0.0,3,,0,9,2008,ConLD,Abnorml,79900
1369,903481010,30,RM,60.0,10320,1,No,3,Lvl,2,Inside,2,IDOTRR,RRNe,Norm,1Fam,1Story,5,8,1912,1991,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,BrkTil,2.0,3.0,1,1,0.0,1,0.0,451.0,451.0,GasA,2,1,4,759,0,0,759,0.0,0.0,1,0,1,1,2,5,7,0,0.0,Detchd,1997.0,1,2.0,576.0,3.0,3.0,0,40,0,0,0,0,0,0.0,0,,0,8,2008,ConLD,Family,85000
1370,903481100,190,RM,60.0,10320,1,Grvl,3,Lvl,2,Inside,2,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,,0.0,1,1,PConc,3.0,2.0,1,1,0.0,1,0.0,536.0,536.0,GasA,4,0,2,808,536,0,1344,0.0,0.0,2,0,3,2,2,8,7,0,0.0,,,0,0.0,0.0,0.0,0.0,0,42,0,204,0,0,0,0.0,0,,0,5,2008,WD ,Normal,82375
1371,903484020,50,RM,60.0,10320,1,Grvl,3,Lvl,2,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,CBlock,3.0,3.0,1,1,0.0,1,0.0,756.0,756.0,GasA,4,1,4,756,713,0,1469,0.0,0.0,1,0,3,1,2,7,7,0,0.0,Detchd,1906.0,1,1.0,216.0,3.0,3.0,2,57,0,239,0,0,0,0.0,3,,0,6,2008,WD ,Normal,135000
1372,904100020,20,RL,82.0,9488,1,No,3,Lvl,2,Inside,2,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,CBlock,3.0,3.0,1,1,0.0,1,0.0,1046.0,1046.0,GasA,3,0,4,1054,0,0,1054,0.0,0.0,1,0,3,1,2,6,7,0,0.0,Detchd,1947.0,1,1.0,240.0,3.0,3.0,2,0,60,122,0,0,0,0.0,0,,0,9,2008,WD ,Abnorml,124000
1373,904100040,20,RL,55.0,8250,1,No,3,Lvl,2,Inside,2,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,2,2,CBlock,3.0,3.0,1,4,250.0,2,492.0,210.0,952.0,GasA,4,1,4,1211,0,0,1211,0.0,0.0,1,0,3,1,2,5,7,1,3.0,Attchd,1968.0,1,1.0,322.0,3.0,3.0,2,0,63,0,0,0,0,0.0,0,,0,8,2008,WD ,Normal,134000
1374,904100160,50,RL,115.0,21286,1,No,3,Lvl,2,Inside,2,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,CBlock,3.0,3.0,1,1,0.0,1,0.0,720.0,720.0,GasA,2,1,4,720,551,0,1271,0.0,0.0,2,0,4,1,2,7,7,1,4.0,Attchd,1948.0,1,1.0,312.0,3.0,3.0,2,0,0,108,0,0,0,0.0,0,,0,8,2008,WD ,Normal,135000
1375,904101170,50,RL,80.0,17120,1,No,3,Lvl,2,Inside,2,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,,0.0,2,2,CBlock,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,1,4,1120,468,0,1588,0.0,0.0,2,0,4,1,2,7,5,1,4.0,Detchd,1991.0,3,2.0,680.0,3.0,3.0,0,0,59,0,0,0,0,0.0,0,,0,7,2008,WD ,Normal,134432
1376,904351280,190,RL,62.0,10106,1,No,3,Lvl,2,Inside,2,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,3,BrkTil,3.0,3.0,1,5,351.0,3,181.0,112.0,644.0,GasA,3,1,4,808,547,0,1355,1.0,0.0,2,0,4,2,2,6,7,0,0.0,,,0,0.0,0.0,0.0,0.0,2,140,0,0,0,0,0,0.0,0,,0,9,2008,WD ,Normal,127500
1377,905100020,85,RL,,11235,1,No,3,Lvl,2,Corner,2,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,,0.0,2,2,CBlock,4.0,3.0,3,5,784.0,1,0.0,197.0,981.0,GasA,2,1,4,1075,0,0,1075,1.0,0.0,1,0,3,1,3,6,7,0,0.0,Detchd,1996.0,1,2.0,440.0,3.0,3.0,2,64,0,0,0,64,0,0.0,3,,0,5,2008,WD ,Abnorml,148000
1378,905102170,20,RL,70.0,11200,1,No,3,Lvl,2,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,,0.0,2,2,CBlock,3.0,3.0,1,3,906.0,1,0.0,134.0,1040.0,GasA,4,1,4,1040,0,0,1040,1.0,0.0,1,0,3,1,2,5,7,0,0.0,Detchd,1965.0,1,1.0,384.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,2,2008,WD ,Normal,129500
1379,905103030,80,RL,80.0,13014,1,No,3,Lvl,2,Inside,2,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,2,2,CBlock,3.0,3.0,3,5,528.0,1,0.0,480.0,1008.0,GasA,2,1,4,1096,0,0,1096,1.0,0.0,1,0,3,1,2,6,7,1,2.0,Attchd,1978.0,1,2.0,484.0,3.0,3.0,2,168,0,0,0,0,0,0.0,0,,0,12,2008,WD ,Normal,157500
1380,905104080,20,RL,,7162,1,No,2,Lvl,2,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,2,2,PConc,3.0,3.0,1,1,0.0,1,0.0,876.0,876.0,GasA,2,1,4,904,0,0,904,0.0,0.0,1,0,3,1,2,6,7,0,0.0,Attchd,1966.0,1,1.0,408.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3,,0,12,2008,WD ,Abnorml,109900
1381,905104110,20,RL,68.0,10265,1,No,2,Lvl,2,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2005,Gable,CompShg,HdBoard,HdBoard,,0.0,2,1,CBlock,3.0,3.0,1,5,758.0,1,0.0,234.0,992.0,GasA,4,1,4,992,0,0,992,1.0,0.0,1,0,3,1,3,6,7,0,0.0,Attchd,1967.0,2,1.0,294.0,3.0,3.0,2,204,0,0,0,0,0,0.0,3,Shed,600,7,2008,WD ,Normal,145000
1382,905104180,20,RL,57.0,9764,1,No,2,Lvl,2,FR2,2,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,CBlock,3.0,3.0,1,4,702.0,1,0.0,192.0,894.0,GasA,4,1,4,894,0,0,894,1.0,0.0,1,0,3,1,3,5,7,0,0.0,Attchd,1967.0,2,2.0,450.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,5,2008,WD ,Normal,130000
